"","Model.name","Algo","Run","Dataset","Expl.var","Rand","Var.imp"
"92","AllData_RUN1_FDA","FDA","RUN1","AllData","Average_GCW","rand1",0.18645
"93","AllData_RUN1_FDA","FDA","RUN1","AllData","Average_snow","rand1",0.780305
"94","AllData_RUN1_FDA","FDA","RUN1","AllData","Elevation","rand1",0
"95","AllData_RUN1_FDA","FDA","RUN1","AllData","Slope","rand1",0
"96","AllData_RUN1_FDA","FDA","RUN1","AllData","Aspect","rand2",0.00138400000000005
"97","AllData_RUN1_FDA","FDA","RUN1","AllData","Average_GCW","rand2",0.187033
"98","AllData_RUN1_FDA","FDA","RUN1","AllData","Average_snow","rand2",0.775577
"99","AllData_RUN1_FDA","FDA","RUN1","AllData","Elevation","rand2",0
"100","AllData_RUN1_FDA","FDA","RUN1","AllData","Slope","rand2",0
"101","AllData_RUN1_FDA","FDA","RUN1","AllData","Aspect","rand3",0.00145799999999996
"102","AllData_RUN1_FDA","FDA","RUN1","AllData","Average_GCW","rand3",0.187028
"103","AllData_RUN1_FDA","FDA","RUN1","AllData","Average_snow","rand3",0.744692
"104","AllData_RUN1_FDA","FDA","RUN1","AllData","Elevation","rand3",0
"105","AllData_RUN1_FDA","FDA","RUN1","AllData","Slope","rand3",0
"106","AllData_RUN1_MARS","MARS","RUN1","AllData","Aspect","rand1",0.109227
"107","AllData_RUN1_MARS","MARS","RUN1","AllData","Average_GCW","rand1",0.401486
"108","AllData_RUN1_MARS","MARS","RUN1","AllData","Average_snow","rand1",0.441733
"109","AllData_RUN1_MARS","MARS","RUN1","AllData","Elevation","rand1",0.026071
"110","AllData_RUN1_MARS","MARS","RUN1","AllData","Slope","rand1",0.021659
"111","AllData_RUN1_MARS","MARS","RUN1","AllData","Aspect","rand2",0.106097
"112","AllData_RUN1_MARS","MARS","RUN1","AllData","Average_GCW","rand2",0.397023
"113","AllData_RUN1_MARS","MARS","RUN1","AllData","Average_snow","rand2",0.437607
"114","AllData_RUN1_MARS","MARS","RUN1","AllData","Elevation","rand2",0.024888
"115","AllData_RUN1_MARS","MARS","RUN1","AllData","Slope","rand2",0.021968
"116","AllData_RUN1_MARS","MARS","RUN1","AllData","Aspect","rand3",0.109541
"117","AllData_RUN1_MARS","MARS","RUN1","AllData","Average_GCW","rand3",0.402343
"118","AllData_RUN1_MARS","MARS","RUN1","AllData","Average_snow","rand3",0.440483
"119","AllData_RUN1_MARS","MARS","RUN1","AllData","Elevation","rand3",0.024581
"120","AllData_RUN1_MARS","MARS","RUN1","AllData","Slope","rand3",0.022281
"121","AllData_RUN1_RF","RF","RUN1","AllData","Aspect","rand1",0.034407
"122","AllData_RUN1_RF","RF","RUN1","AllData","Average_GCW","rand1",0.193178
"123","AllData_RUN1_RF","RF","RUN1","AllData","Average_snow","rand1",0.69576
"124","AllData_RUN1_RF","RF","RUN1","AllData","Elevation","rand1",0.032766
"125","AllData_RUN1_RF","RF","RUN1","AllData","Slope","rand1",0.032119
"126","AllData_RUN1_RF","RF","RUN1","AllData","Aspect","rand2",0.037873
"127","AllData_RUN1_RF","RF","RUN1","AllData","Average_GCW","rand2",0.177982
"128","AllData_RUN1_RF","RF","RUN1","AllData","Average_snow","rand2",0.689518
"129","AllData_RUN1_RF","RF","RUN1","AllData","Elevation","rand2",0.031977
"130","AllData_RUN1_RF","RF","RUN1","AllData","Slope","rand2",0.034236
"131","AllData_RUN1_RF","RF","RUN1","AllData","Aspect","rand3",0.038749
"132","AllData_RUN1_RF","RF","RUN1","AllData","Average_GCW","rand3",0.19655
"133","AllData_RUN1_RF","RF","RUN1","AllData","Average_snow","rand3",0.700397
"134","AllData_RUN1_RF","RF","RUN1","AllData","Elevation","rand3",0.035085
"135","AllData_RUN1_RF","RF","RUN1","AllData","Slope","rand3",0.0294720000000001
"136","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Aspect","rand1",0.029689
"137","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Average_GCW","rand1",0.249252
"138","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Average_snow","rand1",0.656748
"139","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Elevation","rand1",0.019093
"140","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Slope","rand1",0.0188160000000001
"141","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Aspect","rand2",0.029103
"142","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Average_GCW","rand2",0.247754
"143","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Average_snow","rand2",0.665712
"144","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Elevation","rand2",0.01872
"145","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Slope","rand2",0.018919
"146","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Aspect","rand3",0.029078
"147","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Average_GCW","rand3",0.250347
"148","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Average_snow","rand3",0.65875
"149","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Elevation","rand3",0.019304
"150","AllData_RUN1_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN1","AllData","Slope","rand3",0.0190129999999999
"151","AllData_RUN2_GLM","GLM","RUN2","AllData","Aspect","rand1",0.082592
"152","AllData_RUN2_GLM","GLM","RUN2","AllData","Average_GCW","rand1",0.400785
"153","AllData_RUN2_GLM","GLM","RUN2","AllData","Average_snow","rand1",0.442224
"154","AllData_RUN2_GLM","GLM","RUN2","AllData","Elevation","rand1",0.033955
"155","AllData_RUN2_GLM","GLM","RUN2","AllData","Slope","rand1",0.03773
"156","AllData_RUN2_GLM","GLM","RUN2","AllData","Aspect","rand2",0.082082
"157","AllData_RUN2_GLM","GLM","RUN2","AllData","Average_GCW","rand2",0.401081
"158","AllData_RUN2_GLM","GLM","RUN2","AllData","Average_snow","rand2",0.43551
"159","AllData_RUN2_GLM","GLM","RUN2","AllData","Elevation","rand2",0.033114
"160","AllData_RUN2_GLM","GLM","RUN2","AllData","Slope","rand2",0.0397690000000001
"161","AllData_RUN2_GLM","GLM","RUN2","AllData","Aspect","rand3",0.08396
"162","AllData_RUN2_GLM","GLM","RUN2","AllData","Average_GCW","rand3",0.400183
"163","AllData_RUN2_GLM","GLM","RUN2","AllData","Average_snow","rand3",0.453127
"164","AllData_RUN2_GLM","GLM","RUN2","AllData","Elevation","rand3",0.033188
"165","AllData_RUN2_GLM","GLM","RUN2","AllData","Slope","rand3",0.039461
"166","AllData_RUN2_GBM","GBM","RUN2","AllData","Aspect","rand1",0.017621
"167","AllData_RUN2_GBM","GBM","RUN2","AllData","Average_GCW","rand1",0.397857
"168","AllData_RUN2_GBM","GBM","RUN2","AllData","Average_snow","rand1",0.560064
"169","AllData_RUN2_GBM","GBM","RUN2","AllData","Elevation","rand1",0.0119089999999999
"170","AllData_RUN2_GBM","GBM","RUN2","AllData","Slope","rand1",0.00860899999999998
"171","AllData_RUN2_GBM","GBM","RUN2","AllData","Aspect","rand2",0.018281
"172","AllData_RUN2_GBM","GBM","RUN2","AllData","Average_GCW","rand2",0.39355
"173","AllData_RUN2_GBM","GBM","RUN2","AllData","Average_snow","rand2",0.550756
"174","AllData_RUN2_GBM","GBM","RUN2","AllData","Elevation","rand2",0.012359
"175","AllData_RUN2_GBM","GBM","RUN2","AllData","Slope","rand2",0.00834299999999999
"176","AllData_RUN2_GBM","GBM","RUN2","AllData","Aspect","rand3",0.016795
"177","AllData_RUN2_GBM","GBM","RUN2","AllData","Average_GCW","rand3",0.386235
"178","AllData_RUN2_GBM","GBM","RUN2","AllData","Average_snow","rand3",0.549128
"179","AllData_RUN2_GBM","GBM","RUN2","AllData","Elevation","rand3",0.011888
"180","AllData_RUN2_GBM","GBM","RUN2","AllData","Slope","rand3",0.00825799999999999
"181","AllData_RUN2_GAM","GAM","RUN2","AllData","Aspect","rand1",0.081113
"182","AllData_RUN2_GAM","GAM","RUN2","AllData","Average_GCW","rand1",0.427348
"183","AllData_RUN2_GAM","GAM","RUN2","AllData","Average_snow","rand1",0.477326
"184","AllData_RUN2_GAM","GAM","RUN2","AllData","Elevation","rand1",0.115628
"185","AllData_RUN2_GAM","GAM","RUN2","AllData","Slope","rand1",0.068184
"186","AllData_RUN2_GAM","GAM","RUN2","AllData","Aspect","rand2",0.083425
"187","AllData_RUN2_GAM","GAM","RUN2","AllData","Average_GCW","rand2",0.433444
"188","AllData_RUN2_GAM","GAM","RUN2","AllData","Average_snow","rand2",0.469178
"189","AllData_RUN2_GAM","GAM","RUN2","AllData","Elevation","rand2",0.1086
"190","AllData_RUN2_GAM","GAM","RUN2","AllData","Slope","rand2",0.066509
"191","AllData_RUN2_GAM","GAM","RUN2","AllData","Aspect","rand3",0.082404
"192","AllData_RUN2_GAM","GAM","RUN2","AllData","Average_GCW","rand3",0.430068
"193","AllData_RUN2_GAM","GAM","RUN2","AllData","Average_snow","rand3",0.474525
"194","AllData_RUN2_GAM","GAM","RUN2","AllData","Elevation","rand3",0.110299
"195","AllData_RUN2_GAM","GAM","RUN2","AllData","Slope","rand3",0.066995
"196","AllData_RUN2_CTA","CTA","RUN2","AllData","Aspect","rand1",0
"197","AllData_RUN2_CTA","CTA","RUN2","AllData","Average_GCW","rand1",0.301362
"198","AllData_RUN2_CTA","CTA","RUN2","AllData","Average_snow","rand1",0.667517
"199","AllData_RUN2_CTA","CTA","RUN2","AllData","Elevation","rand1",0
"200","AllData_RUN2_CTA","CTA","RUN2","AllData","Slope","rand1",0
"201","AllData_RUN2_CTA","CTA","RUN2","AllData","Aspect","rand2",0
"202","AllData_RUN2_CTA","CTA","RUN2","AllData","Average_GCW","rand2",0.302739
"203","AllData_RUN2_CTA","CTA","RUN2","AllData","Average_snow","rand2",0.651934
"204","AllData_RUN2_CTA","CTA","RUN2","AllData","Elevation","rand2",0
"205","AllData_RUN2_CTA","CTA","RUN2","AllData","Slope","rand2",0
"206","AllData_RUN2_CTA","CTA","RUN2","AllData","Aspect","rand3",0
"207","AllData_RUN2_CTA","CTA","RUN2","AllData","Average_GCW","rand3",0.297226
"208","AllData_RUN2_CTA","CTA","RUN2","AllData","Average_snow","rand3",0.680542
"209","AllData_RUN2_CTA","CTA","RUN2","AllData","Elevation","rand3",0
"210","AllData_RUN2_CTA","CTA","RUN2","AllData","Slope","rand3",0
"211","AllData_RUN2_ANN","ANN","RUN2","AllData","Aspect","rand1",0.154791
"212","AllData_RUN2_ANN","ANN","RUN2","AllData","Average_GCW","rand1",0.42138
"213","AllData_RUN2_ANN","ANN","RUN2","AllData","Average_snow","rand1",0.536423
"214","AllData_RUN2_ANN","ANN","RUN2","AllData","Elevation","rand1",0.046852
"215","AllData_RUN2_ANN","ANN","RUN2","AllData","Slope","rand1",0.042483
"216","AllData_RUN2_ANN","ANN","RUN2","AllData","Aspect","rand2",0.144571
"217","AllData_RUN2_ANN","ANN","RUN2","AllData","Average_GCW","rand2",0.416836
"218","AllData_RUN2_ANN","ANN","RUN2","AllData","Average_snow","rand2",0.554588
"219","AllData_RUN2_ANN","ANN","RUN2","AllData","Elevation","rand2",0.045609
"220","AllData_RUN2_ANN","ANN","RUN2","AllData","Slope","rand2",0.042206
"221","AllData_RUN2_ANN","ANN","RUN2","AllData","Aspect","rand3",0.150424
"222","AllData_RUN2_ANN","ANN","RUN2","AllData","Average_GCW","rand3",0.41051
"223","AllData_RUN2_ANN","ANN","RUN2","AllData","Average_snow","rand3",0.546368
"224","AllData_RUN2_ANN","ANN","RUN2","AllData","Elevation","rand3",0.042666
"225","AllData_RUN2_ANN","ANN","RUN2","AllData","Slope","rand3",0.041022
"226","AllData_RUN2_SRE","SRE","RUN2","AllData","Aspect","rand1",0.352771
"227","AllData_RUN2_SRE","SRE","RUN2","AllData","Average_GCW","rand1",0.058261
"228","AllData_RUN2_SRE","SRE","RUN2","AllData","Average_snow","rand1",0.00389499999999998
"229","AllData_RUN2_SRE","SRE","RUN2","AllData","Elevation","rand1",0.396813
"230","AllData_RUN2_SRE","SRE","RUN2","AllData","Slope","rand1",0.2494
"231","AllData_RUN2_SRE","SRE","RUN2","AllData","Aspect","rand2",0.342779
"232","AllData_RUN2_SRE","SRE","RUN2","AllData","Average_GCW","rand2",0.057518
"233","AllData_RUN2_SRE","SRE","RUN2","AllData","Average_snow","rand2",0.00350600000000001
"234","AllData_RUN2_SRE","SRE","RUN2","AllData","Elevation","rand2",0.375021
"235","AllData_RUN2_SRE","SRE","RUN2","AllData","Slope","rand2",0.247303
"236","AllData_RUN2_SRE","SRE","RUN2","AllData","Aspect","rand3",0.350162
"237","AllData_RUN2_SRE","SRE","RUN2","AllData","Average_GCW","rand3",0.054126
"238","AllData_RUN2_SRE","SRE","RUN2","AllData","Average_snow","rand3",0.00389499999999998
"239","AllData_RUN2_SRE","SRE","RUN2","AllData","Elevation","rand3",0.385765
"240","AllData_RUN2_SRE","SRE","RUN2","AllData","Slope","rand3",0.252136
"241","AllData_RUN2_FDA","FDA","RUN2","AllData","Aspect","rand1",0.000750000000000028
"242","AllData_RUN2_FDA","FDA","RUN2","AllData","Average_GCW","rand1",0.139989
"243","AllData_RUN2_FDA","FDA","RUN2","AllData","Average_snow","rand1",0.818535
"244","AllData_RUN2_FDA","FDA","RUN2","AllData","Elevation","rand1",0
"245","AllData_RUN2_FDA","FDA","RUN2","AllData","Slope","rand1",0.00318600000000002
"246","AllData_RUN2_FDA","FDA","RUN2","AllData","Aspect","rand2",0.000711000000000017
"247","AllData_RUN2_FDA","FDA","RUN2","AllData","Average_GCW","rand2",0.136214
"248","AllData_RUN2_FDA","FDA","RUN2","AllData","Average_snow","rand2",0.797692
"249","AllData_RUN2_FDA","FDA","RUN2","AllData","Elevation","rand2",0
"250","AllData_RUN2_FDA","FDA","RUN2","AllData","Slope","rand2",0.00319199999999997
"251","AllData_RUN2_FDA","FDA","RUN2","AllData","Aspect","rand3",0.000685000000000047
"252","AllData_RUN2_FDA","FDA","RUN2","AllData","Average_GCW","rand3",0.13271
"253","AllData_RUN2_FDA","FDA","RUN2","AllData","Average_snow","rand3",0.826563
"254","AllData_RUN2_FDA","FDA","RUN2","AllData","Elevation","rand3",0
"255","AllData_RUN2_FDA","FDA","RUN2","AllData","Slope","rand3",0.00404499999999997
"256","AllData_RUN2_MARS","MARS","RUN2","AllData","Aspect","rand1",0.097725
"257","AllData_RUN2_MARS","MARS","RUN2","AllData","Average_GCW","rand1",0.394954
"258","AllData_RUN2_MARS","MARS","RUN2","AllData","Average_snow","rand1",0.51274
"259","AllData_RUN2_MARS","MARS","RUN2","AllData","Elevation","rand1",0.0282559999999999
"260","AllData_RUN2_MARS","MARS","RUN2","AllData","Slope","rand1",0.027783
"261","AllData_RUN2_MARS","MARS","RUN2","AllData","Aspect","rand2",0.095573
"262","AllData_RUN2_MARS","MARS","RUN2","AllData","Average_GCW","rand2",0.401218
"263","AllData_RUN2_MARS","MARS","RUN2","AllData","Average_snow","rand2",0.508334
"264","AllData_RUN2_MARS","MARS","RUN2","AllData","Elevation","rand2",0.03003
"265","AllData_RUN2_MARS","MARS","RUN2","AllData","Slope","rand2",0.026827
"266","AllData_RUN2_MARS","MARS","RUN2","AllData","Aspect","rand3",0.099514
"267","AllData_RUN2_MARS","MARS","RUN2","AllData","Average_GCW","rand3",0.399138
"268","AllData_RUN2_MARS","MARS","RUN2","AllData","Average_snow","rand3",0.510626
"269","AllData_RUN2_MARS","MARS","RUN2","AllData","Elevation","rand3",0.028367
"270","AllData_RUN2_MARS","MARS","RUN2","AllData","Slope","rand3",0.026868
"271","AllData_RUN2_RF","RF","RUN2","AllData","Aspect","rand1",0.039538
"272","AllData_RUN2_RF","RF","RUN2","AllData","Average_GCW","rand1",0.166797
"273","AllData_RUN2_RF","RF","RUN2","AllData","Average_snow","rand1",0.743837
"274","AllData_RUN2_RF","RF","RUN2","AllData","Elevation","rand1",0.034864
"275","AllData_RUN2_RF","RF","RUN2","AllData","Slope","rand1",0.028398
"276","AllData_RUN2_RF","RF","RUN2","AllData","Aspect","rand2",0.041281
"277","AllData_RUN2_RF","RF","RUN2","AllData","Average_GCW","rand2",0.167983
"278","AllData_RUN2_RF","RF","RUN2","AllData","Average_snow","rand2",0.734587
"279","AllData_RUN2_RF","RF","RUN2","AllData","Elevation","rand2",0.035538
"280","AllData_RUN2_RF","RF","RUN2","AllData","Slope","rand2",0.027332
"281","AllData_RUN2_RF","RF","RUN2","AllData","Aspect","rand3",0.037121
"282","AllData_RUN2_RF","RF","RUN2","AllData","Average_GCW","rand3",0.16705
"283","AllData_RUN2_RF","RF","RUN2","AllData","Average_snow","rand3",0.735071
"284","AllData_RUN2_RF","RF","RUN2","AllData","Elevation","rand3",0.0334719999999999
"285","AllData_RUN2_RF","RF","RUN2","AllData","Slope","rand3",0.028234
"286","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Aspect","rand1",0.026115
"287","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Average_GCW","rand1",0.257928
"288","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Average_snow","rand1",0.69095
"289","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Elevation","rand1",0.024688
"290","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Slope","rand1",0.013377
"291","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Aspect","rand2",0.025663
"292","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Average_GCW","rand2",0.261869
"293","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Average_snow","rand2",0.680702
"294","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Elevation","rand2",0.026146
"295","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Slope","rand2",0.013451
"296","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Aspect","rand3",0.028254
"297","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Average_GCW","rand3",0.258393
"298","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Average_snow","rand3",0.699331
"299","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Elevation","rand3",0.025243
"300","AllData_RUN2_MAXENT.Phillips.2","MAXENT.Phillips.2","RUN2","AllData","Slope","rand3",0.0132910000000001
