OID_,CID,longitude,lattitude
334,1,-77.622683069999994,163.314448889999994
335,1,-77.632315969999993,163.117643780000009
336,1,-77.611621439999993,163.193788829999988
337,1,-77.651377870000005,163.109416879999998
338,1,-77.607218349999997,163.000534320000014
339,1,-77.599259459999999,163.094111099999992
340,1,-77.620621520000000,162.991112359999988
341,1,-77.623276020000006,163.106139450000001
342,1,-77.610507380000001,163.321572849999995
343,1,-77.619872279999996,163.169515579999995
344,1,-77.619259700000001,163.193607479999997
345,1,-77.598390660000007,163.152840190000006
346,1,-77.633481450000005,163.193435609999995
347,1,-77.592486080000000,163.191296779999988
348,1,-77.604084779999994,163.283404329999996
349,1,-77.602879099999996,163.290818989999991
350,1,-77.614928669999998,163.082429160000004
351,1,-77.631102560000002,163.094326419999987
352,1,-77.609339710000000,163.006330370000001
353,1,-77.615530800000002,163.092505850000009
354,1,-77.648353200000003,163.081027790000007
355,1,-77.610573000000002,163.046728690000009
356,1,-77.629938139999993,163.151431140000000
357,1,-77.613636180000000,163.190221850000000
358,1,-77.612449810000001,163.243552270000009
359,1,-77.601051290000001,163.247236009999995
360,1,-77.620179399999998,163.178764650000005
361,1,-77.585282660000004,163.156959480000012
362,1,-77.610755620000006,163.323791029999995
363,1,-77.590236930000003,163.142729669999994
364,1,-77.610217480000003,163.310551260000011
365,1,-77.605661159999997,163.098011860000014
366,1,-77.594673680000000,163.239216919999990
367,1,-77.600542959999999,163.168281860000008
368,1,-77.600326609999996,163.239661100000006
369,1,-77.608136430000002,163.262321560000004
370,1,-77.635807560000003,163.044974319999994
371,1,-77.600215349999999,163.220497020000010
372,1,-77.596324699999997,163.232480839999994
373,1,-77.640217710000002,163.165410460000004
374,1,-77.606714420000003,163.072365130000009
375,1,-77.629494030000004,163.029238300000003
376,1,-77.607044310000006,163.137379699999997
377,1,-77.647109049999997,163.104759989999991
378,1,-77.653070049999997,163.103331630000014
379,1,-77.633488040000003,163.123929940000011
380,1,-77.607638460000004,163.142435449999994
381,1,-77.589584880000004,163.136445159999994
382,1,-77.613161180000006,163.058474120000000
383,1,-77.626776309999997,163.009944579999996
384,1,-77.612131149999996,163.290485389999986
385,1,-77.615773129999994,163.145578449999988
386,1,-77.625338659999997,163.080814650000008
387,1,-77.587771160000003,163.155787500000002
388,1,-77.638786510000003,163.169157539999986
389,1,-77.608382390000003,163.070837640000008
390,1,-77.621024340000005,163.106223040000003
391,1,-77.627811240000000,163.275379839999999
392,1,-77.614381039999998,163.334397120000006
393,1,-77.621464009999997,163.208812270000010
394,1,-77.584074220000005,163.198015779999992
395,1,-77.626440549999998,163.095410210000011
396,1,-77.633249199999995,163.194391810000013
397,1,-77.645977110000004,163.099531170000006
398,1,-77.637368660000007,163.037530220000008
399,1,-77.638139030000005,163.104807380000011
400,1,-77.596991889999998,163.075762679999997
401,1,-77.644875270000000,163.145115449999992
402,1,-77.640286439999997,163.043247009999988
403,1,-77.622019809999998,163.066934150000009
404,1,-77.616027979999998,163.227633489999988
405,1,-77.616715830000004,163.138958440000010
406,1,-77.642499430000001,163.133873440000002
407,1,-77.640835499999994,163.160236590000011
408,1,-77.601252500000001,163.141824060000005
409,1,-77.624634029999996,163.137531410000008
410,1,-77.588163359999996,163.140584439999998
411,1,-77.632152379999994,163.182873290000003
412,1,-77.642418419999998,163.076920680000001
413,1,-77.603075709999999,163.134422709999996
414,1,-77.607119800000007,163.291510249999988
415,1,-77.625297079999996,163.039546129999991
416,1,-77.603730179999999,163.013378969999991
417,1,-77.593958119999996,163.253962620000010
418,1,-77.608716130000005,163.234675909999993
419,1,-77.652151689999997,163.076383980000003
420,1,-77.635457540000004,163.077160240000012
421,1,-77.599460590000007,163.212666380000002
422,1,-77.607031489999997,163.121815989999988
423,1,-77.600513530000001,163.318808179999991
424,1,-77.632549720000000,163.105501150000009
425,1,-77.627503649999994,163.249078859999997
426,1,-77.609972310000003,163.047968109999999
427,1,-77.624069059999997,163.046235760000002
428,1,-77.604400830000003,163.011671890000002
429,1,-77.613876680000004,162.992663829999998
430,1,-77.610694350000003,163.331212300000004
431,1,-77.608204970000003,163.062820719999991
432,1,-77.606793289999999,163.195855289999997
433,1,-77.637608369999995,163.170221690000005
434,1,-77.604843869999996,163.253596009999995
435,1,-77.608417410000001,163.192153139999988
436,1,-77.598553649999999,163.294043820000013
437,1,-77.588623650000002,163.198449850000003
438,1,-77.613383249999998,163.254193500000014
439,1,-77.623720550000002,163.226584510000009
440,1,-77.633089790000000,163.087373560000003
441,1,-77.602052250000000,163.197648930000014
442,1,-77.633542340000005,163.035770549999995
443,1,-77.607137010000002,163.274151560000007
444,1,-77.626931760000005,163.111763220000000
445,1,-77.615670809999997,163.142628569999999
446,1,-77.602625950000004,163.308354049999991
447,1,-77.634322960000006,163.170502980000009
448,1,-77.626805189999999,163.174955869999991
449,1,-77.608387570000005,163.214080609999996
450,1,-77.637069539999999,163.157652100000007
451,1,-77.636906260000003,163.085113159999992
452,1,-77.600099400000005,163.176403080000000
453,1,-77.631717539999997,163.199210690000001
454,1,-77.611427930000005,163.311448659999996
455,1,-77.613162230000000,163.013919820000012
456,1,-77.589080670000001,163.183115509999993
457,1,-77.638398100000003,163.066674049999989
458,1,-77.633165719999994,163.142972750000013
459,1,-77.616965100000002,163.079288420000012
460,1,-77.626727279999997,163.281054549999993
461,1,-77.638221560000005,163.065500159999999
462,1,-77.609349829999999,163.325503110000000
463,1,-77.647396889999996,163.108029969999990
464,1,-77.624977599999994,163.051742329999996
465,1,-77.604768390000004,163.151190600000007
466,1,-77.644713760000002,163.138274160000009
467,1,-77.622495509999993,163.071241700000002
468,1,-77.586490990000001,163.160594260000011
469,1,-77.634174419999994,163.218266690000007
470,1,-77.636332260000003,163.137581320000010
471,1,-77.604845530000006,163.078135900000007
472,1,-77.642658679999997,163.163264379999987
473,1,-77.619178199999993,163.330776299999997
474,1,-77.646370689999998,163.155377369999997
475,1,-77.592453289999995,163.197235080000013
476,1,-77.620022579999997,163.129021090000009
477,1,-77.594455789999998,163.087440200000003
478,1,-77.616977770000005,163.156849719999997
479,1,-77.586796190000001,163.187425539999992
480,1,-77.623302749999993,163.069625250000001
481,1,-77.618159349999999,163.072815630000008
482,1,-77.602353399999998,163.306009920000008
483,1,-77.616070809999997,162.992285729999992
484,1,-77.592098080000000,163.258672920000009
485,1,-77.607853849999998,163.223544940000011
486,1,-77.603062030000004,163.176758239999998
487,1,-77.635904920000002,163.212667900000014
488,1,-77.613110910000003,163.166907890000004
489,1,-77.637965719999997,163.126360220000009
490,1,-77.609909840000000,163.122162250000002
491,1,-77.590725620000001,163.212684539999998
492,1,-77.600141559999997,163.084820309999998
493,1,-77.587065060000000,163.226937660000004
494,1,-77.653040559999994,163.114251899999999
495,1,-77.615340050000000,163.002651140000012
496,1,-77.594968739999999,163.197440660000012
497,1,-77.601436730000003,163.031951959999986
498,1,-77.619225540000002,163.006437440000013
499,1,-77.647807080000007,163.112967220000002
500,1,-77.625925429999995,163.067131249999989
501,1,-77.623933989999998,163.071422229999996
502,1,-77.624481189999997,163.170711890000007
503,1,-77.626250920000004,163.064344570000003
504,1,-77.630954849999995,163.136679359999988
505,1,-77.615265019999995,163.000455560000006
506,1,-77.610632969999997,163.257253550000001
507,1,-77.612491750000004,163.077131019999996
508,1,-77.595269819999999,163.184626019999996
509,1,-77.608782890000001,163.115850819999991
510,1,-77.611629640000004,163.039746220000012
511,1,-77.630081460000000,163.076250499999986
512,1,-77.607958330000002,163.309911970000002
513,1,-77.636904049999998,163.155600389999989
514,1,-77.633519039999996,163.092187919999986
515,1,-77.602406540000004,163.243318799999997
516,1,-77.635624770000007,163.104925269999995
517,1,-77.640794000000000,163.159754990000010
518,1,-77.653651429999996,163.112235449999986
519,1,-77.617153740000006,163.324729270000006
520,1,-77.655701989999997,163.092283559999998
521,1,-77.605638049999996,163.245222170000005
522,1,-77.623362880000002,163.281172840000011
523,1,-77.643522899999994,163.057517350000012
524,1,-77.585110869999994,163.193533320000000
525,1,-77.627589369999995,163.021765299999998
526,1,-77.634293490000005,163.179575550000010
527,1,-77.603896100000000,163.152403800000002
528,1,-77.610315090000000,163.014280659999997
529,1,-77.635074169999996,163.039478629999991
530,1,-77.632146100000000,163.056057409999994
531,1,-77.646908350000004,163.088474130000009
532,1,-77.601634320000002,163.321020989999994
533,1,-77.596600830000000,163.152153989999988
534,1,-77.587602840000002,163.220367390000007
535,1,-77.621213350000005,163.042829729999994
536,1,-77.645306989999995,163.108005029999987
537,1,-77.607801019999997,163.197565749999995
538,1,-77.616894579999993,163.290452619999996
539,1,-77.630164750000006,163.081391429999996
540,1,-77.602484520000004,163.195262899999989
541,1,-77.601370340000003,163.130954229999986
542,1,-77.612484589999994,163.104419030000003
543,1,-77.616192549999994,163.046160229999998
544,1,-77.621448360000002,163.295006360000002
545,1,-77.629171150000005,163.244480869999990
546,1,-77.619876079999997,163.073109649999992
547,1,-77.586726909999996,163.199148400000013
548,1,-77.630723950000004,163.104648590000011
549,1,-77.608056149999996,163.239998469999989
550,1,-77.609081099999997,163.206245550000006
551,1,-77.614049710000003,163.195973689999988
552,1,-77.618074550000003,163.290548480000012
553,1,-77.608668059999999,163.333065140000002
554,1,-77.623658640000002,163.168181110000006
555,1,-77.631489660000000,163.144986490000008
556,1,-77.594384610000006,163.237811139999991
557,1,-77.588740970000003,163.248694610000001
558,1,-77.601011900000003,163.225908210000000
559,1,-77.617747460000004,163.022779560000004
560,1,-77.626857169999994,163.127681580000001
561,1,-77.646873799999995,163.157156340000000
562,1,-77.618071139999998,163.202732739999988
563,1,-77.605432989999997,163.112792229999997
564,1,-77.624043589999999,163.059781310000005
565,1,-77.588189490000005,163.224441670000004
566,1,-77.598059250000006,163.267642239999986
567,1,-77.638832379999997,163.086020929999989
568,1,-77.629558349999996,163.131279030000002
569,1,-77.639962440000005,163.149129090000002
570,1,-77.595935060000002,163.181412959999989
571,1,-77.611375699999996,163.111470069999996
572,1,-77.603452329999996,163.059519829999999
573,1,-77.617096720000006,163.327925800000003
574,1,-77.619033970000004,162.997725750000001
575,1,-77.611579180000007,163.089731970000003
576,1,-77.616500909999999,163.152512699999988
577,1,-77.598623730000000,163.265193799999992
578,1,-77.634275639999998,163.205027620000010
579,1,-77.591221050000001,163.224704209999999
580,1,-77.622236860000001,163.218104390000008
581,1,-77.628370899999993,163.019508500000001
582,1,-77.630951179999997,163.178980669999987
583,1,-77.620611539999999,163.006353039999993
584,1,-77.637801460000006,163.051522030000001
585,1,-77.600463349999998,163.249526250000002
586,1,-77.619154219999999,163.197962560000008
587,1,-77.611462599999996,163.280450279999997
588,1,-77.586592699999997,163.233444450000007
589,1,-77.618933479999995,163.314389599999998
590,1,-77.644345310000006,163.152210660000009
591,1,-77.638314969999996,163.069461439999998
592,1,-77.639934609999997,163.160548830000010
593,1,-77.626578260000002,163.219623409999997
594,1,-77.628974560000003,163.107026469999994
595,1,-77.609848520000000,163.219687099999987
596,1,-77.629609759999994,163.239773369999995
597,1,-77.628857769999996,163.178282319999994
598,1,-77.627777190000003,163.037672259999994
599,1,-77.635049499999994,163.203669300000001
600,1,-77.619278570000006,163.129826839999993
601,1,-77.620918360000005,163.007511319999992
602,1,-77.619306210000005,163.068394339999998
603,1,-77.610478250000000,163.269474129999992
604,1,-77.611025979999994,163.296271289999993
605,1,-77.624428100000003,163.241850309999990
606,1,-77.642165480000003,163.103492450000005
607,1,-77.628394209999996,163.019265030000014
608,1,-77.629340220000003,163.098744549999992
609,1,-77.617450180000006,162.996047299999987
610,1,-77.606751650000007,163.130005909999994
611,1,-77.618121189999997,163.024816310000006
612,1,-77.634976969999997,163.149912819999997
613,1,-77.597712279999996,163.210463379999993
614,1,-77.609520540000005,163.048954339999995
615,1,-77.609154779999997,163.178533469999991
616,1,-77.604539810000006,163.304486020000013
617,1,-77.614815170000000,163.135333050000014
618,1,-77.612543140000000,163.092676140000009
619,1,-77.598029019999998,163.136974170000002
620,1,-77.599444980000001,163.103953609999991
621,1,-77.590711920000004,163.190211099999999
622,1,-77.610347860000005,163.123933569999991
623,1,-77.618435349999999,163.033445370000010
624,1,-77.625477399999994,163.165209290000007
625,1,-77.634091240000004,163.200298010000012
626,1,-77.615486500000003,163.152918599999992
627,1,-77.641082109999999,163.086361829999987
628,1,-77.630925520000005,163.149298850000008
629,1,-77.613892939999999,163.331496990000005
630,1,-77.643965109999996,163.080696100000011
631,1,-77.613864500000005,163.073289170000010
632,1,-77.587621979999994,163.190405730000009
633,1,-77.606862750000005,163.129313889999992
634,1,-77.627042849999995,163.029291879999988
635,1,-77.600466269999998,163.138820519999996
636,1,-77.628170969999999,163.111145679999993
637,1,-77.622063440000005,163.269431129999987
638,1,-77.637639629999995,163.078053579999988
639,1,-77.591780180000001,163.181226030000005
640,1,-77.617617080000002,163.159785650000003
641,1,-77.601969069999996,163.066961270000007
642,1,-77.623649799999995,163.282899369999996
643,1,-77.617585450000007,163.006182370000005
644,1,-77.648962229999995,163.085055189999991
645,1,-77.622260429999997,163.052296500000011
646,1,-77.613790269999996,163.335412340000005
647,1,-77.612767880000007,162.999525339999991
648,1,-77.582819950000001,163.192774509999992
649,1,-77.608307199999999,163.208974570000009
650,1,-77.634530139999995,163.095728280000003
651,1,-77.581082339999995,163.187002530000001
652,1,-77.603914079999996,163.234713239999991
653,1,-77.614091579999993,163.222651030000009
654,1,-77.611255749999998,163.306411400000002
655,1,-77.618382589999996,163.032732430000010
656,1,-77.633542719999994,163.093101579999995
657,1,-77.637829960000005,163.091763009999994
658,1,-77.595230799999996,163.187800610000011
659,1,-77.612114239999997,163.043162990000013
660,1,-77.652969339999999,163.076290870000008
661,1,-77.649589230000004,163.068351519999993
662,1,-77.642935480000006,163.063141889999997
663,1,-77.632169329999996,163.194517240000010
664,1,-77.617062540000006,163.256703410000000
665,1,-77.630604890000001,163.235699259999990
