OID_,CID,longitude,lattitude
57,57,163.040114450000004,-77.635655529999994
58,58,163.007438710000002,-77.605136430000002
59,59,163.175501590000010,-77.617444570000004
60,60,163.139318980000013,-77.589542989999998
61,61,163.156081000000000,-77.646193909999994
62,62,163.251663390000004,-77.595302259999997
63,63,163.190672390000003,-77.630931689999997
64,64,163.320444629999997,-77.612318840000000
65,65,163.247341260000013,-77.606305689999999
66,66,163.231829239999996,-77.621662850000007
67,67,163.077877580000006,-77.607851479999994
68,68,163.126382820000003,-77.601641950000001
69,69,163.321610560000011,-77.606420470000003
70,70,163.211303259999994,-77.627831869999994
71,71,163.106992910000002,-77.652626200000000
72,72,163.156892199999987,-77.629542380000004
73,73,163.012424369999991,-77.613876790000006
74,74,163.245472790000008,-77.627270260000003
75,75,163.153728489999992,-77.606233079999996
76,76,163.303864699999991,-77.597930649999995
77,77,163.107088339999990,-77.641679300000007
78,78,163.069441719999986,-77.632852240000005
79,79,163.080954300000002,-77.609468789999994
80,80,163.008662240000007,-77.623454740000000
81,81,163.109431830000005,-77.645594570000000
82,82,163.195986720000008,-77.590821050000002
83,83,163.152319589999991,-77.629608219999994
84,84,162.988337099999995,-77.618465000000000
85,85,163.130561610000001,-77.617243000000002
86,86,163.030169349999994,-77.606462350000001
87,87,163.218755229999999,-77.589595380000006
88,88,163.076832870000004,-77.613244179999995
89,89,163.108907770000002,-77.631430409999993
90,90,163.260799380000009,-77.599983730000005
91,91,163.126489999999990,-77.591809819999995
92,92,163.283567229999989,-77.604734120000003
93,93,163.046163659999991,-77.621766829999999
94,94,163.207974680000007,-77.602605560000001
95,95,163.103581590000005,-77.595181519999997
96,96,163.127915360000003,-77.629294369999997
97,97,163.006522980000000,-77.606395320000004
98,98,163.170926659999992,-77.615231199999997
99,99,163.070945730000005,-77.627628560000005
100,100,163.154622050000000,-77.631321810000003
101,101,163.274205020000011,-77.605481830000002
102,102,163.056544370000012,-77.597870940000007
103,103,163.090557810000007,-77.632134160000007
104,104,163.187087050000002,-77.608359759999999
105,105,163.228956070000010,-77.602332619999999
106,106,163.162067239999999,-77.604524519999998
107,107,163.092969920000002,-77.649425179999994
108,108,163.037532389999996,-77.637895680000000
109,109,163.262460269999991,-77.614078689999999
110,110,163.195942900000006,-77.616091440000005
111,111,163.191359919999996,-77.635911370000002
112,112,163.192808950000000,-77.624251360000002
113,113,162.987129060000001,-77.618022370000006
114,114,163.182304640000012,-77.619191689999994
115,115,163.111417780000011,-77.619415500000002
116,116,163.218579210000001,-77.586823319999993
117,117,163.267451980000004,-77.595696669999995
118,118,163.104730920000009,-77.637330779999999
119,119,163.243350230000004,-77.622739339999995
120,120,163.148350359999995,-77.613252149999994
121,121,163.221042039999986,-77.613335660000004
122,122,163.181225509999990,-77.583748249999999
123,123,163.131081819999991,-77.629145629999996
124,124,163.119310500000012,-77.613526500000006
125,125,163.184887779999997,-77.635057900000007
126,126,163.323578270000013,-77.619995040000006
127,127,163.247781320000001,-77.624999340000002
128,128,163.138615579999993,-77.640177480000006
129,129,162.977242639999986,-77.609593910000001
130,130,163.218309529999999,-77.638022059999997
131,131,163.099299919999993,-77.619919130000000
132,132,163.070851169999997,-77.617209939999995
133,133,163.129584249999994,-77.649775910000002
134,134,163.167616720000012,-77.604288190000005
135,135,163.030066159999990,-77.604222690000000
136,136,163.101133159999989,-77.640007850000003
137,137,163.257560539999986,-77.592555120000000
138,138,162.989061600000014,-77.618522810000002
139,139,162.995607530000001,-77.613253259999993
140,140,163.169981720000010,-77.626206420000003
141,141,163.141261450000002,-77.646911480000000
142,142,163.243225609999996,-77.598051889999994
143,143,163.151408110000006,-77.602966010000003
144,144,163.057496109999988,-77.640761100000006
145,145,163.024556700000005,-77.627261840000003
146,146,163.291962350000006,-77.619189500000005
147,147,163.052757280000009,-77.615866190000006
148,148,162.976523390000011,-77.610093359999993
149,149,163.194098830000001,-77.587881199999998
150,150,163.154327239999986,-77.595799090000000
151,151,163.089865650000007,-77.648881040000006
152,152,163.041650129999994,-77.627623009999994
153,153,163.163106199999987,-77.638445570000002
154,154,163.056725019999988,-77.644853810000001
155,155,163.095279820000002,-77.652416689999995
156,156,163.089778020000011,-77.603958820000003
157,157,163.289589750000005,-77.611198430000002
158,158,163.071737930000012,-77.644354500000006
159,159,163.079917200000011,-77.607052229999994
160,160,163.197771560000007,-77.600626879999993
161,161,163.022266599999995,-77.631198150000003
162,162,163.185176219999988,-77.603860049999994
163,163,163.324777030000007,-77.616620659999995
164,164,163.262592729999994,-77.610057519999998
165,165,163.302451389999987,-77.620181079999995
166,166,163.156971489999989,-77.595360990000003
167,167,163.256597410000012,-77.601258729999998
168,168,163.136790939999997,-77.608533370000004
169,169,163.240714370000006,-77.592943759999997
170,170,163.165762699999988,-77.625515750000005
171,171,163.294795969999996,-77.596992499999999
172,172,163.064896190000013,-77.645515660000001
173,173,163.209481850000003,-77.600796560000006
174,174,163.086639700000006,-77.602733520000001
175,175,163.181718910000001,-77.593865059999999
176,176,163.252505820000010,-77.604510379999994
177,177,163.222278420000009,-77.624457980000003
178,178,163.150849340000008,-77.602734470000001
179,179,163.110624989999991,-77.603969210000002
180,180,163.074654149999986,-77.624813140000001
181,181,163.090156549999989,-77.602435940000007
182,182,163.109253709999990,-77.624327760000000
183,183,163.176771190000011,-77.597529940000001
184,184,163.303042750000003,-77.599783230000000
185,185,163.267852760000011,-77.591775859999998
186,186,163.307666360000013,-77.621301770000002
187,187,163.160854110000002,-77.613495420000007
188,188,163.074099850000010,-77.630177700000004
189,189,162.984464330000009,-77.609284840000001
190,190,163.226189620000014,-77.621563460000004
191,191,163.008334170000012,-77.609585190000004
192,192,163.082319229999996,-77.636582290000007
193,193,163.115778570000003,-77.623128420000000
194,194,163.096645039999999,-77.601082090000006
195,195,163.107158840000011,-77.602648860000002
196,196,163.128350210000008,-77.610536159999995
197,197,163.079402969999990,-77.635772959999997
198,198,163.294804290000002,-77.595411690000006
199,199,163.069433029999999,-77.597078120000006
200,200,162.994308719999992,-77.622443619999999
201,201,163.078990479999987,-77.621266689999999
202,202,163.187307589999989,-77.597593439999997
203,203,163.126819259999991,-77.599175059999993
204,204,163.221058190000008,-77.618143739999994
205,205,163.207211730000012,-77.604367229999994
206,206,163.026489389999995,-77.603792409999997
207,207,163.114181129999992,-77.641516460000005
208,208,163.088049560000002,-77.637218270000005
209,209,163.085293689999986,-77.655271510000006
210,210,163.154922620000008,-77.599447100000006
211,211,163.196220360000012,-77.590302550000004
212,212,163.091045470000012,-77.630974980000005
213,213,163.174439229999990,-77.586510610000005
214,214,163.232812779999989,-77.588282269999993
215,215,163.061627450000003,-77.646980420000006
216,216,163.011382800000007,-77.619102839999996
217,217,163.277880509999989,-77.593675039999994
218,218,163.183551770000008,-77.585845969999994
219,219,163.147412360000004,-77.589171350000001
220,220,163.079190780000005,-77.598050790000002
221,221,163.169007260000001,-77.638960260000005
222,222,163.242735560000000,-77.606759819999994
223,223,163.065368430000007,-77.608653270000005
224,224,163.233150289999998,-77.629720750000004
225,225,163.209087229999994,-77.604995880000004
226,226,163.307396009999991,-77.619467520000001
227,227,163.294726129999987,-77.614943310000001
228,228,163.128412660000009,-77.615214050000006
229,229,163.101790109999996,-77.647016510000000
230,230,163.067224070000009,-77.649861139999999
231,231,163.013543199999987,-77.628941510000004
232,232,163.046558790000006,-77.633941129999997
233,233,163.315062000000012,-77.597884059999998
234,234,163.216920390000013,-77.593483250000006
235,235,163.144205290000002,-77.593820480000005
236,236,163.243671010000014,-77.624373030000001
237,237,163.146959390000006,-77.629565470000003
238,238,163.184652129999989,-77.585499319999997
239,239,163.131522109999992,-77.624673779999995
240,240,163.134892199999996,-77.621747360000001
241,241,163.100340020000004,-77.593744610000002
242,242,163.087396200000001,-77.609667450000003
243,243,163.311134500000009,-77.598958949999997
244,244,163.167512240000008,-77.591549709999995
245,245,163.101553410000008,-77.645462969999997
246,246,163.025406769999989,-77.629041819999998
247,247,163.163997529999989,-77.640489709999997
248,248,163.262460570000002,-77.600874759999996
249,249,163.281618290000011,-77.614967669999999
250,250,163.174823510000010,-77.623659309999994
251,251,163.230672290000001,-77.607479499999997
252,252,163.057766670000007,-77.620452200000003
253,253,163.049543300000011,-77.642154829999996
254,254,163.117244279999994,-77.615202199999999
255,255,163.262145019999991,-77.597772849999998
256,256,163.161387740000009,-77.627114210000002
257,257,163.186437009999992,-77.611475909999996
258,258,163.171354559999997,-77.625622989999997
259,259,163.012149260000001,-77.613922290000005
260,260,163.148510210000012,-77.596477759999999
261,261,163.192969199999993,-77.624164309999998
262,262,163.221106810000009,-77.599148589999999
263,263,163.308145160000009,-77.602519630000003
264,264,163.108193470000003,-77.636204079999999
265,265,163.109630320000008,-77.592443459999998
266,266,163.050790909999989,-77.639174920000002
267,267,163.165274259999990,-77.642855190000006
268,268,163.185304339999988,-77.630429390000003
269,269,163.165426980000007,-77.614438419999999
270,270,163.040314059999986,-77.600230550000006
271,271,163.187159549999990,-77.612916720000001
272,272,163.162922170000002,-77.611663719999996
273,273,162.989104150000003,-77.609517870000005
274,274,163.203312170000004,-77.610874179999996
275,275,163.206568129999994,-77.609986280000001
276,276,163.075740090000011,-77.614355360000005
277,277,163.004122740000014,-77.624781679999998
278,278,163.225417200000010,-77.631391949999994
279,279,163.046816379999996,-77.605646399999998
280,280,163.286056110000004,-77.603487110000003
281,281,163.203814260000001,-77.636462170000001
282,282,163.082415379999986,-77.641000250000005
283,283,163.322930899999989,-77.607408879999994
284,284,163.073981129999993,-77.605442510000003
285,285,162.999371830000001,-77.607987309999999
286,286,163.146198550000008,-77.593069439999994
287,287,163.252884359999996,-77.630520730000001
288,288,163.059580740000001,-77.626636669999996
289,289,163.123433330000012,-77.597448330000006
290,290,163.167477910000002,-77.620893640000006
291,291,163.019595339999995,-77.623732959999998
292,292,163.203929170000009,-77.632224289999996
293,293,163.143515409999992,-77.630731179999998
294,294,163.102108890000011,-77.609546379999998
295,295,163.134859430000006,-77.612926799999997
296,296,163.261808849999994,-77.624635299999994
297,297,163.201841019999989,-77.589898719999994
298,298,163.208542359999996,-77.608701749999994
299,299,163.042154640000007,-77.640057389999996
300,300,163.088798109999999,-77.650807490000005
301,301,163.148892859999989,-77.609103020000006
302,302,163.248294840000000,-77.599782200000007
303,303,163.183474490000009,-77.601587730000006
304,304,163.101984640000012,-77.638208190000000
305,305,163.124380919999993,-77.647834900000007
306,306,163.167641010000011,-77.617344560000006
307,307,163.278867749999989,-77.614877120000003
308,308,163.217636690000006,-77.586761080000002
309,309,163.199954920000010,-77.597399170000003
310,310,163.196697889999996,-77.619275860000002
311,311,163.273751269999991,-77.592745960000002
312,312,163.037909030000009,-77.604540470000003
313,313,163.143613200000004,-77.641133920000001
314,314,163.164774389999991,-77.642491829999997
315,315,163.091111490000003,-77.635662289999999
316,316,163.182328869999992,-77.634339589999996
317,317,163.086869710000002,-77.597751889999998
318,318,163.136137240000011,-77.644298599999999
319,319,163.143736630000006,-77.618640679999999
320,320,163.249072100000006,-77.612556880000000
321,321,163.169895160000010,-77.605997340000002
322,322,163.032745309999996,-77.616091159999996
323,323,163.009365599999995,-77.617715200000006
324,324,163.143159459999993,-77.632978249999994
325,325,163.219035689999998,-77.633056870000004
326,326,163.199687920000002,-77.628058969999998
327,327,163.211892180000007,-77.608735719999999
328,328,163.019225460000001,-77.626785850000005
329,329,163.047339050000005,-77.608214349999997
330,330,163.011750790000008,-77.609350059999997
331,331,163.041266049999990,-77.603755430000007
332,332,163.137209869999992,-77.637304810000003
333,333,162.978833610000009,-77.616650879999995
334,334,163.314448889999994,-77.622683069999994
335,335,163.117643780000009,-77.632315969999993
336,336,163.193788829999988,-77.611621439999993
337,337,163.109416879999998,-77.651377870000005
338,338,163.000534320000014,-77.607218349999997
339,339,163.094111099999992,-77.599259459999999
340,340,162.991112359999988,-77.620621520000000
341,341,163.106139450000001,-77.623276020000006
342,342,163.321572849999995,-77.610507380000001
343,343,163.169515579999995,-77.619872279999996
344,344,163.193607479999997,-77.619259700000001
345,345,163.152840190000006,-77.598390660000007
346,346,163.193435609999995,-77.633481450000005
347,347,163.191296779999988,-77.592486080000000
348,348,163.283404329999996,-77.604084779999994
349,349,163.290818989999991,-77.602879099999996
350,350,163.082429160000004,-77.614928669999998
351,351,163.094326419999987,-77.631102560000002
352,352,163.006330370000001,-77.609339710000000
353,353,163.092505850000009,-77.615530800000002
354,354,163.081027790000007,-77.648353200000003
355,355,163.046728690000009,-77.610573000000002
356,356,163.151431140000000,-77.629938139999993
357,357,163.190221850000000,-77.613636180000000
358,358,163.243552270000009,-77.612449810000001
359,359,163.247236009999995,-77.601051290000001
360,360,163.178764650000005,-77.620179399999998
361,361,163.156959480000012,-77.585282660000004
362,362,163.323791029999995,-77.610755620000006
363,363,163.142729669999994,-77.590236930000003
364,364,163.310551260000011,-77.610217480000003
365,365,163.098011860000014,-77.605661159999997
366,366,163.239216919999990,-77.594673680000000
367,367,163.168281860000008,-77.600542959999999
368,368,163.239661100000006,-77.600326609999996
369,369,163.262321560000004,-77.608136430000002
370,370,163.044974319999994,-77.635807560000003
371,371,163.220497020000010,-77.600215349999999
372,372,163.232480839999994,-77.596324699999997
373,373,163.165410460000004,-77.640217710000002
374,374,163.072365130000009,-77.606714420000003
375,375,163.029238300000003,-77.629494030000004
376,376,163.137379699999997,-77.607044310000006
377,377,163.104759989999991,-77.647109049999997
378,378,163.103331630000014,-77.653070049999997
379,379,163.123929940000011,-77.633488040000003
380,380,163.142435449999994,-77.607638460000004
381,381,163.136445159999994,-77.589584880000004
382,382,163.058474120000000,-77.613161180000006
383,383,163.009944579999996,-77.626776309999997
384,384,163.290485389999986,-77.612131149999996
385,385,163.145578449999988,-77.615773129999994
386,386,163.080814650000008,-77.625338659999997
387,387,163.155787500000002,-77.587771160000003
388,388,163.169157539999986,-77.638786510000003
389,389,163.070837640000008,-77.608382390000003
390,390,163.106223040000003,-77.621024340000005
391,391,163.275379839999999,-77.627811240000000
392,392,163.334397120000006,-77.614381039999998
393,393,163.208812270000010,-77.621464009999997
394,394,163.198015779999992,-77.584074220000005
395,395,163.095410210000011,-77.626440549999998
396,396,163.194391810000013,-77.633249199999995
397,397,163.099531170000006,-77.645977110000004
398,398,163.037530220000008,-77.637368660000007
399,399,163.104807380000011,-77.638139030000005
400,400,163.075762679999997,-77.596991889999998
401,401,163.145115449999992,-77.644875270000000
402,402,163.043247009999988,-77.640286439999997
403,403,163.066934150000009,-77.622019809999998
404,404,163.227633489999988,-77.616027979999998
405,405,163.138958440000010,-77.616715830000004
406,406,163.133873440000002,-77.642499430000001
407,407,163.160236590000011,-77.640835499999994
408,408,163.141824060000005,-77.601252500000001
409,409,163.137531410000008,-77.624634029999996
410,410,163.140584439999998,-77.588163359999996
411,411,163.182873290000003,-77.632152379999994
412,412,163.076920680000001,-77.642418419999998
413,413,163.134422709999996,-77.603075709999999
414,414,163.291510249999988,-77.607119800000007
415,415,163.039546129999991,-77.625297079999996
416,416,163.013378969999991,-77.603730179999999
417,417,163.253962620000010,-77.593958119999996
418,418,163.234675909999993,-77.608716130000005
419,419,163.076383980000003,-77.652151689999997
420,420,163.077160240000012,-77.635457540000004
421,421,163.212666380000002,-77.599460590000007
422,422,163.121815989999988,-77.607031489999997
423,423,163.318808179999991,-77.600513530000001
424,424,163.105501150000009,-77.632549720000000
425,425,163.249078859999997,-77.627503649999994
426,426,163.047968109999999,-77.609972310000003
427,427,163.046235760000002,-77.624069059999997
428,428,163.011671890000002,-77.604400830000003
429,429,162.992663829999998,-77.613876680000004
430,430,163.331212300000004,-77.610694350000003
431,431,163.062820719999991,-77.608204970000003
432,432,163.195855289999997,-77.606793289999999
433,433,163.170221690000005,-77.637608369999995
434,434,163.253596009999995,-77.604843869999996
435,435,163.192153139999988,-77.608417410000001
436,436,163.294043820000013,-77.598553649999999
437,437,163.198449850000003,-77.588623650000002
438,438,163.254193500000014,-77.613383249999998
439,439,163.226584510000009,-77.623720550000002
440,440,163.087373560000003,-77.633089790000000
441,441,163.197648930000014,-77.602052250000000
442,442,163.035770549999995,-77.633542340000005
443,443,163.274151560000007,-77.607137010000002
444,444,163.111763220000000,-77.626931760000005
445,445,163.142628569999999,-77.615670809999997
446,446,163.308354049999991,-77.602625950000004
447,447,163.170502980000009,-77.634322960000006
448,448,163.174955869999991,-77.626805189999999
449,449,163.214080609999996,-77.608387570000005
450,450,163.157652100000007,-77.637069539999999
451,451,163.085113159999992,-77.636906260000003
452,452,163.176403080000000,-77.600099400000005
453,453,163.199210690000001,-77.631717539999997
454,454,163.311448659999996,-77.611427930000005
455,455,163.013919820000012,-77.613162230000000
456,456,163.183115509999993,-77.589080670000001
457,457,163.066674049999989,-77.638398100000003
458,458,163.142972750000013,-77.633165719999994
459,459,163.079288420000012,-77.616965100000002
460,460,163.281054549999993,-77.626727279999997
461,461,163.065500159999999,-77.638221560000005
462,462,163.325503110000000,-77.609349829999999
463,463,163.108029969999990,-77.647396889999996
464,464,163.051742329999996,-77.624977599999994
465,465,163.151190600000007,-77.604768390000004
466,466,163.138274160000009,-77.644713760000002
467,467,163.071241700000002,-77.622495509999993
468,468,163.160594260000011,-77.586490990000001
469,469,163.218266690000007,-77.634174419999994
470,470,163.137581320000010,-77.636332260000003
471,471,163.078135900000007,-77.604845530000006
472,472,163.163264379999987,-77.642658679999997
473,473,163.330776299999997,-77.619178199999993
474,474,163.155377369999997,-77.646370689999998
475,475,163.197235080000013,-77.592453289999995
476,476,163.129021090000009,-77.620022579999997
477,477,163.087440200000003,-77.594455789999998
478,478,163.156849719999997,-77.616977770000005
479,479,163.187425539999992,-77.586796190000001
480,480,163.069625250000001,-77.623302749999993
481,481,163.072815630000008,-77.618159349999999
482,482,163.306009920000008,-77.602353399999998
483,483,162.992285729999992,-77.616070809999997
484,484,163.258672920000009,-77.592098080000000
485,485,163.223544940000011,-77.607853849999998
486,486,163.176758239999998,-77.603062030000004
487,487,163.212667900000014,-77.635904920000002
488,488,163.166907890000004,-77.613110910000003
489,489,163.126360220000009,-77.637965719999997
490,490,163.122162250000002,-77.609909840000000
491,491,163.212684539999998,-77.590725620000001
492,492,163.084820309999998,-77.600141559999997
493,493,163.226937660000004,-77.587065060000000
494,494,163.114251899999999,-77.653040559999994
495,495,163.002651140000012,-77.615340050000000
496,496,163.197440660000012,-77.594968739999999
497,497,163.031951959999986,-77.601436730000003
498,498,163.006437440000013,-77.619225540000002
499,499,163.112967220000002,-77.647807080000007
500,500,163.067131249999989,-77.625925429999995
501,501,163.071422229999996,-77.623933989999998
502,502,163.170711890000007,-77.624481189999997
503,503,163.064344570000003,-77.626250920000004
504,504,163.136679359999988,-77.630954849999995
505,505,163.000455560000006,-77.615265019999995
506,506,163.257253550000001,-77.610632969999997
507,507,163.077131019999996,-77.612491750000004
508,508,163.184626019999996,-77.595269819999999
509,509,163.115850819999991,-77.608782890000001
510,510,163.039746220000012,-77.611629640000004
511,511,163.076250499999986,-77.630081460000000
512,512,163.309911970000002,-77.607958330000002
513,513,163.155600389999989,-77.636904049999998
514,514,163.092187919999986,-77.633519039999996
515,515,163.243318799999997,-77.602406540000004
516,516,163.104925269999995,-77.635624770000007
517,517,163.159754990000010,-77.640794000000000
518,518,163.112235449999986,-77.653651429999996
519,519,163.324729270000006,-77.617153740000006
520,520,163.092283559999998,-77.655701989999997
521,521,163.245222170000005,-77.605638049999996
522,522,163.281172840000011,-77.623362880000002
523,523,163.057517350000012,-77.643522899999994
524,524,163.193533320000000,-77.585110869999994
525,525,163.021765299999998,-77.627589369999995
526,526,163.179575550000010,-77.634293490000005
527,527,163.152403800000002,-77.603896100000000
528,528,163.014280659999997,-77.610315090000000
529,529,163.039478629999991,-77.635074169999996
530,530,163.056057409999994,-77.632146100000000
531,531,163.088474130000009,-77.646908350000004
532,532,163.321020989999994,-77.601634320000002
533,533,163.152153989999988,-77.596600830000000
534,534,163.220367390000007,-77.587602840000002
535,535,163.042829729999994,-77.621213350000005
536,536,163.108005029999987,-77.645306989999995
537,537,163.197565749999995,-77.607801019999997
538,538,163.290452619999996,-77.616894579999993
539,539,163.081391429999996,-77.630164750000006
540,540,163.195262899999989,-77.602484520000004
541,541,163.130954229999986,-77.601370340000003
542,542,163.104419030000003,-77.612484589999994
543,543,163.046160229999998,-77.616192549999994
544,544,163.295006360000002,-77.621448360000002
545,545,163.244480869999990,-77.629171150000005
546,546,163.073109649999992,-77.619876079999997
547,547,163.199148400000013,-77.586726909999996
548,548,163.104648590000011,-77.630723950000004
549,549,163.239998469999989,-77.608056149999996
550,550,163.206245550000006,-77.609081099999997
551,551,163.195973689999988,-77.614049710000003
552,552,163.290548480000012,-77.618074550000003
553,553,163.333065140000002,-77.608668059999999
554,554,163.168181110000006,-77.623658640000002
555,555,163.144986490000008,-77.631489660000000
556,556,163.237811139999991,-77.594384610000006
557,557,163.248694610000001,-77.588740970000003
558,558,163.225908210000000,-77.601011900000003
559,559,163.022779560000004,-77.617747460000004
560,560,163.127681580000001,-77.626857169999994
561,561,163.157156340000000,-77.646873799999995
562,562,163.202732739999988,-77.618071139999998
563,563,163.112792229999997,-77.605432989999997
564,564,163.059781310000005,-77.624043589999999
565,565,163.224441670000004,-77.588189490000005
566,566,163.267642239999986,-77.598059250000006
567,567,163.086020929999989,-77.638832379999997
568,568,163.131279030000002,-77.629558349999996
569,569,163.149129090000002,-77.639962440000005
570,570,163.181412959999989,-77.595935060000002
571,571,163.111470069999996,-77.611375699999996
572,572,163.059519829999999,-77.603452329999996
573,573,163.327925800000003,-77.617096720000006
574,574,162.997725750000001,-77.619033970000004
575,575,163.089731970000003,-77.611579180000007
576,576,163.152512699999988,-77.616500909999999
577,577,163.265193799999992,-77.598623730000000
578,578,163.205027620000010,-77.634275639999998
579,579,163.224704209999999,-77.591221050000001
580,580,163.218104390000008,-77.622236860000001
581,581,163.019508500000001,-77.628370899999993
582,582,163.178980669999987,-77.630951179999997
583,583,163.006353039999993,-77.620611539999999
584,584,163.051522030000001,-77.637801460000006
585,585,163.249526250000002,-77.600463349999998
586,586,163.197962560000008,-77.619154219999999
587,587,163.280450279999997,-77.611462599999996
588,588,163.233444450000007,-77.586592699999997
589,589,163.314389599999998,-77.618933479999995
590,590,163.152210660000009,-77.644345310000006
591,591,163.069461439999998,-77.638314969999996
592,592,163.160548830000010,-77.639934609999997
593,593,163.219623409999997,-77.626578260000002
594,594,163.107026469999994,-77.628974560000003
595,595,163.219687099999987,-77.609848520000000
596,596,163.239773369999995,-77.629609759999994
597,597,163.178282319999994,-77.628857769999996
598,598,163.037672259999994,-77.627777190000003
599,599,163.203669300000001,-77.635049499999994
600,600,163.129826839999993,-77.619278570000006
601,601,163.007511319999992,-77.620918360000005
602,602,163.068394339999998,-77.619306210000005
603,603,163.269474129999992,-77.610478250000000
604,604,163.296271289999993,-77.611025979999994
605,605,163.241850309999990,-77.624428100000003
606,606,163.103492450000005,-77.642165480000003
607,607,163.019265030000014,-77.628394209999996
608,608,163.098744549999992,-77.629340220000003
609,609,162.996047299999987,-77.617450180000006
610,610,163.130005909999994,-77.606751650000007
611,611,163.024816310000006,-77.618121189999997
612,612,163.149912819999997,-77.634976969999997
613,613,163.210463379999993,-77.597712279999996
614,614,163.048954339999995,-77.609520540000005
615,615,163.178533469999991,-77.609154779999997
616,616,163.304486020000013,-77.604539810000006
617,617,163.135333050000014,-77.614815170000000
618,618,163.092676140000009,-77.612543140000000
619,619,163.136974170000002,-77.598029019999998
620,620,163.103953609999991,-77.599444980000001
621,621,163.190211099999999,-77.590711920000004
622,622,163.123933569999991,-77.610347860000005
623,623,163.033445370000010,-77.618435349999999
624,624,163.165209290000007,-77.625477399999994
625,625,163.200298010000012,-77.634091240000004
626,626,163.152918599999992,-77.615486500000003
627,627,163.086361829999987,-77.641082109999999
628,628,163.149298850000008,-77.630925520000005
629,629,163.331496990000005,-77.613892939999999
630,630,163.080696100000011,-77.643965109999996
631,631,163.073289170000010,-77.613864500000005
632,632,163.190405730000009,-77.587621979999994
633,633,163.129313889999992,-77.606862750000005
634,634,163.029291879999988,-77.627042849999995
635,635,163.138820519999996,-77.600466269999998
636,636,163.111145679999993,-77.628170969999999
637,637,163.269431129999987,-77.622063440000005
638,638,163.078053579999988,-77.637639629999995
639,639,163.181226030000005,-77.591780180000001
640,640,163.159785650000003,-77.617617080000002
641,641,163.066961270000007,-77.601969069999996
642,642,163.282899369999996,-77.623649799999995
643,643,163.006182370000005,-77.617585450000007
644,644,163.085055189999991,-77.648962229999995
645,645,163.052296500000011,-77.622260429999997
646,646,163.335412340000005,-77.613790269999996
647,647,162.999525339999991,-77.612767880000007
648,648,163.192774509999992,-77.582819950000001
649,649,163.208974570000009,-77.608307199999999
650,650,163.095728280000003,-77.634530139999995
651,651,163.187002530000001,-77.581082339999995
652,652,163.234713239999991,-77.603914079999996
653,653,163.222651030000009,-77.614091579999993
654,654,163.306411400000002,-77.611255749999998
655,655,163.032732430000010,-77.618382589999996
656,656,163.093101579999995,-77.633542719999994
657,657,163.091763009999994,-77.637829960000005
658,658,163.187800610000011,-77.595230799999996
659,659,163.043162990000013,-77.612114239999997
660,660,163.076290870000008,-77.652969339999999
661,661,163.068351519999993,-77.649589230000004
662,662,163.063141889999997,-77.642935480000006
663,663,163.194517240000010,-77.632169329999996
664,664,163.256703410000000,-77.617062540000006
665,665,163.235699259999990,-77.630604890000001
